"date","participant_id","location_id"
"2018-09-23",735,23
"2018-05-23",5419,72
"2018-05-10",3198,52
"2018-07-15",5125,6
"2018-03-01",2721,4
"2018-03-01",6231,65
"2018-07-27",4918,52
"2018-05-15",1453,8
"2018-11-28",7144,66
"2018-03-27",4959,34
"2018-01-10",7309,14
"2018-03-08",5138,14
"2018-11-23",6272,13
"2018-01-02",3726,64
"2018-11-02",3558,60
"2018-02-17",4250,26
"2018-11-12",5613,10
"2018-03-22",1779,8
"2018-07-02",3098,23
"2018-02-11",5180,19
"2018-10-21",5087,7
"2018-01-02",7373,60
"2018-11-24",7364,4
"2018-07-18",1970,46
"2018-02-26",136,3
"2018-10-13",2238,15
"2018-10-19",6726,3
"2018-06-09",6257,51
"2018-10-14",7050,38
"2018-09-19",6299,61
"2018-04-30",4235,53
"2018-12-10",2814,51
"2018-01-04",3671,53
"2018-10-02",3881,2
"2018-08-05",6687,16
"2018-06-26",6842,8
"2018-03-27",4038,56
"2018-10-19",6025,51
"2018-07-26",1659,34
"2018-10-15",3613,66
"2018-03-15",3760,13
"2018-04-01",2947,16
"2018-04-12",134,18
"2018-02-25",709,19
"2018-03-10",3470,5
"2018-04-07",2066,14
"2018-11-14",4769,66
"2018-07-30",237,39
"2018-07-12",1785,51
"2018-04-17",7014,19
"2018-02-14",3414,3
"2018-05-08",3208,8
"2018-05-07",6630,38
"2018-09-05",7076,66
"2018-10-12",2466,1
"2018-03-19",6095,5
"2018-02-15",620,34
"2018-12-05",5471,20
"2018-12-09",5276,6
"2018-02-04",4806,48
"2018-05-11",1245,13
"2018-01-26",2476,20
"2018-03-15",4431,7
"2018-12-05",6147,52
"2018-06-01",252,2
"2018-01-01",6160,1
"2018-10-11",1666,28
"2018-01-10",898,3
"2018-08-02",7497,2
"2018-06-24",7272,18
"2018-01-10",2785,53
"2018-05-02",6805,2
"2018-03-21",3382,51
"2018-05-03",3229,10
"2018-04-19",3597,71
"2018-02-22",887,66
"2018-06-11",7328,70
"2018-05-30",7138,50
"2018-05-06",5232,11
"2018-09-11",7467,20
"2018-05-25",4566,13
"2018-02-20",2617,10
"2018-11-07",5038,38
"2018-11-06",6619,36
"2018-08-12",741,19
"2018-02-15",6963,2
"2018-04-03",2114,8
"2018-10-16",426,71
"2018-08-15",2218,28
"2018-04-27",1453,34
"2018-04-22",2668,18
"2018-01-28",1370,3
"2018-04-24",3988,54
"2018-02-28",4807,14
"2018-05-29",1788,3
"2018-04-08",941,51
"2018-09-13",2758,56
"2018-01-30",1785,3
"2018-02-11",161,26
"2018-06-15",1774,49
"2018-07-06",2071,4
"2018-11-25",1047,10
"2018-11-18",3145,39
"2018-03-25",1806,65
"2018-02-16",3210,6
"2018-09-10",3373,63
"2018-07-16",5245,49
"2018-11-19",5167,36
"2018-08-25",1351,38
"2018-10-15",693,2
"2018-01-25",4731,65
"2018-04-28",1138,19
"2018-04-14",2082,33
"2018-09-05",3081,5
"2018-01-27",6946,2
"2018-09-26",6000,37
"2018-12-04",4268,65
"2018-09-23",5290,17
"2018-02-23",828,63
"2018-05-13",2816,17
"2018-05-22",687,65
"2018-01-22",4444,57
"2018-03-30",3853,13
"2018-01-01",2646,3
"2018-11-27",2551,56
"2018-01-09",2378,56
"2018-01-01",2446,67
"2018-08-25",5514,36
"2018-08-21",655,8
"2018-08-06",3399,48
"2018-02-20",5185,70
"2018-07-13",1963,28
"2018-09-30",6802,73
"2018-09-21",494,52
"2018-07-23",1619,51
"2018-12-09",1870,38
"2018-12-01",1026,18
"2018-11-03",821,2
"2018-07-12",4403,49
"2018-06-18",3766,31
"2018-09-19",2452,61
"2018-01-16",6325,34
"2018-04-05",161,31
"2018-06-27",4956,60
"2018-04-27",2996,12
"2018-05-28",1728,46
"2018-07-05",297,9
"2018-06-11",6598,76
"2018-10-01",3807,54
"2018-07-11",3542,19
"2018-07-07",969,20
"2018-02-13",4325,12
"2018-12-07",6396,61
"2018-11-13",2090,12
"2018-04-03",3429,35
"2018-05-19",4681,72
"2018-07-05",3115,31
"2018-06-19",2784,49
"2018-04-20",1991,19
"2018-03-18",2363,31
"2018-08-24",6814,76
"2018-07-02",618,51
"2018-06-25",7348,2
"2018-03-28",1544,3
"2018-02-24",7131,54
"2018-03-04",6315,1
"2018-09-04",6905,71
"2018-05-31",2842,63
"2018-05-25",4630,64
"2018-06-05",2889,70
"2018-09-05",7406,48
"2018-06-23",1135,36
"2018-08-30",1480,11
"2018-06-15",1247,76
"2018-11-23",2331,46
"2018-09-20",304,46
"2018-08-01",3973,22
"2018-10-05",1123,18
"2018-01-16",3497,73
"2018-08-03",2937,66
"2018-11-03",5290,50
"2018-04-07",1997,7
"2018-02-06",1725,60
"2018-11-14",2139,34
"2018-05-25",5673,71
"2018-04-16",5172,36
"2018-08-13",3740,23
"2018-05-25",5630,49
"2018-09-09",5424,37
"2018-02-24",4296,12
"2018-06-04",6951,23
"2018-06-04",4654,76
"2018-04-22",4555,39
"2018-06-10",6559,50
"2018-11-02",353,12
"2018-04-22",6064,17
"2018-06-21",709,64
"2018-03-13",5427,6
"2018-10-23",5137,2
"2018-04-21",3335,13
"2018-01-15",3077,18
"2018-01-11",5642,60
"2018-08-24",3849,19
"2018-03-14",2629,71
"2018-09-19",1296,6
"2018-04-24",3032,38
"2018-09-18",3836,41
"2018-02-14",3396,39
"2018-03-03",7127,15
"2018-01-08",442,56
"2018-09-04",5742,2
"2018-12-10",6845,9
"2018-03-31",155,34
"2018-03-10",5673,31
"2018-10-08",4615,20
"2017-12-31",3089,66
"2018-02-10",2929,54
"2018-10-04",7436,7
"2018-01-22",5991,13
"2018-02-07",214,13
"2018-06-11",1572,49
"2018-04-01",1501,37
"2018-02-22",5786,14
"2018-09-03",294,12
"2018-06-09",2637,22
"2018-08-21",7490,9
"2018-01-21",2632,26
"2018-04-09",2353,56
"2018-03-20",5092,14
"2018-10-08",2974,7
"2018-09-18",1694,17
"2018-10-23",6659,46
"2018-08-10",478,11
"2018-03-03",6503,2
"2018-05-24",4177,38
"2018-06-30",2632,54
"2018-09-19",3926,33
"2018-04-15",951,18
"2018-01-06",7322,73
"2018-10-19",4351,14
"2018-09-21",2651,67
"2018-09-26",5948,50
"2018-01-24",6472,51
"2018-06-27",7334,34
"2018-12-03",7483,36
"2018-06-03",5961,18
"2018-01-14",3221,64
"2018-05-14",4325,22
"2018-06-19",1572,72
"2018-02-27",5727,8
"2018-03-30",2549,76
"2018-05-19",1494,19
"2018-03-15",3327,65
"2018-04-11",5649,8
"2018-08-16",2311,10
"2018-02-24",3692,35
"2018-01-31",3470,1
"2018-02-14",6361,13
"2018-04-26",4920,8
"2018-08-12",6773,13
"2018-08-08",3409,17
"2018-05-23",6710,54
"2018-02-20",5587,72
"2018-04-13",3798,66
"2018-04-17",5562,10
"2018-05-08",1815,2
"2018-09-14",2862,76
"2018-10-31",4982,31
"2018-02-19",3902,46
"2018-02-02",2460,3
"2018-03-06",1278,13
"2018-12-11",6382,64
"2018-02-15",1236,4
"2018-02-05",7027,9
"2018-08-12",6403,10
"2018-11-20",2361,9
"2018-08-23",4635,41
"2018-03-12",7357,13
"2018-02-11",3985,50
"2018-11-11",6469,14
"2018-10-08",5417,48
"2018-08-01",946,14
"2018-05-11",3983,48
"2018-09-06",4999,19
"2018-11-03",726,33
"2018-11-13",2785,6
"2018-10-15",3540,2
"2018-05-11",2407,34
"2018-01-21",1155,33
"2018-09-03",6375,64
"2018-08-07",6000,76
"2018-09-14",2651,33
"2018-02-21",3885,60
"2018-02-08",3334,14
"2018-12-04",2248,7
"2018-09-27",4857,11
"2017-12-31",6336,19
"2018-02-13",1720,38
"2018-05-13",5690,67
"2018-06-07",1507,51
"2018-11-26",5192,8
"2018-04-14",6618,16
"2018-06-17",4401,12
"2018-08-18",2678,6
"2018-09-25",6159,36
"2018-09-20",5973,1
"2018-01-10",5690,66
"2018-03-15",5091,26
"2018-02-02",4908,64
"2018-10-29",1924,33
"2018-10-21",1779,26
"2018-12-11",2024,3
"2018-11-30",5991,7
"2018-01-04",3946,12
"2018-07-03",3114,53
"2018-02-17",4048,26
"2018-05-22",6871,54
"2018-06-17",3448,23
"2018-08-28",5821,12
"2018-04-07",7309,46
"2018-08-23",5853,48
"2018-09-28",4617,9
"2018-02-02",1948,49
"2018-04-17",1222,7
"2018-11-14",7357,46
"2018-12-06",6593,56
"2018-03-06",6015,15
"2018-07-11",4338,6
"2018-10-22",1895,63
"2018-12-04",5214,13
"2018-05-27",6424,37
"2018-03-30",3214,41
"2018-05-05",1744,14
"2018-04-14",1508,4
"2018-06-26",7429,65
"2018-09-22",1063,19
"2018-08-04",7299,31
"2018-05-11",3558,5
"2018-05-10",2497,57
"2018-05-12",116,60
"2018-09-10",6973,13
"2018-05-16",2883,31
"2018-10-20",3648,48
"2018-05-06",826,9
"2018-05-19",3410,60
"2018-08-11",5841,9
"2018-05-26",1088,46
"2018-05-05",5605,6
"2018-10-16",5754,5
"2018-05-03",6715,37
"2018-04-09",5229,61
"2018-03-20",1957,72
"2018-05-06",2480,60
"2018-03-01",4091,20
"2018-06-18",1032,18
"2018-04-12",4038,41
"2018-03-26",6598,6
"2018-11-06",6321,34
"2018-09-06",6503,34
"2018-12-07",5011,60
"2018-04-28",4699,22
"2018-09-07",871,63
"2018-07-04",1616,7
"2018-04-27",6361,37
"2018-05-29",6007,51
"2018-06-21",4566,3
"2018-12-04",953,39
"2018-03-25",1858,66
"2018-02-10",89,35
"2018-08-13",6232,13
"2018-03-06",2330,49
"2018-07-11",6559,33
"2018-03-24",5296,23
"2018-04-15",391,71
"2018-08-27",2758,60
"2018-01-29",6315,16
"2018-03-12",6509,16
"2018-11-17",7163,37
"2018-08-30",2066,8
"2018-04-02",1493,7
"2018-05-22",1026,56
"2018-11-04",3223,5
"2018-03-18",5214,35
"2018-09-06",7028,8
"2018-08-20",3529,1
"2018-08-18",4581,26
"2018-01-15",2705,64
"2018-06-18",3959,54
"2018-03-29",6643,16
"2018-10-23",165,14
"2018-02-05",6359,37
"2018-06-19",3973,52
"2018-06-16",4588,5
"2018-04-30",5417,65
"2018-08-28",2166,3
"2018-06-16",3482,12
"2018-11-02",4180,13
"2018-04-04",864,7
"2018-01-25",2997,73
"2018-06-10",1841,72
"2018-01-12",2040,17
"2018-05-06",6129,67
"2018-11-24",2409,2
"2018-01-03",2108,50
"2018-05-17",3789,37
"2018-01-10",2363,18
"2018-07-04",2633,48
"2018-02-04",3846,73
"2018-09-23",703,3
"2018-08-24",5599,39
"2018-01-03",600,5
"2018-06-12",2527,36
"2018-10-09",4079,48
"2018-02-22",6598,22
"2018-04-09",6948,15
"2018-10-25",4225,38
"2018-02-19",4749,3
"2018-08-08",1033,61
"2018-11-15",1277,61
"2018-10-03",6025,2
"2018-06-29",3397,1
"2018-10-23",4728,64
"2018-05-22",256,71
"2018-05-01",6604,66
"2018-10-06",2062,60
"2018-04-17",6157,36
"2018-07-03",992,1
"2018-08-17",6791,67
"2018-11-19",1458,7
"2018-10-11",4357,5
"2018-07-14",1160,13
"2018-11-02",1971,34
"2018-09-03",5436,6
"2018-05-17",2249,12
"2018-08-18",3155,19
"2018-05-11",6065,39
"2018-04-10",1626,46
"2018-10-24",4427,15
"2018-04-18",5092,57
"2018-08-09",3001,72
"2018-09-21",6963,56
"2018-04-21",4852,41
"2018-12-06",6007,46
"2018-06-19",1596,54
"2018-10-10",6894,11
"2018-02-22",6773,65
"2018-06-16",2747,65
"2018-07-24",386,16
"2018-10-04",310,63
"2018-05-09",1246,26
"2018-01-17",3701,1
"2018-05-14",7471,4
"2018-09-01",1985,54
"2018-12-08",75,15
"2018-11-12",4259,22
"2018-01-02",5,41
"2018-01-06",7253,9
"2018-04-08",5436,66
"2018-09-22",6036,38
"2018-09-08",6040,46
"2018-09-10",5547,71
"2018-03-07",3189,2
"2018-11-05",6218,4
"2018-02-18",5037,12
"2018-09-02",2825,8
"2018-05-31",887,54
"2018-07-04",6893,8
"2018-07-06",5325,1
"2018-11-03",381,66
"2018-11-21",2042,46
"2018-06-30",4042,46
"2018-06-25",2267,3
"2018-01-17",5360,65
"2018-07-28",61,2
"2018-10-20",4793,49
"2018-06-19",5214,36
"2018-10-23",5723,13
"2018-01-26",7404,72
"2018-05-02",5021,28
"2018-05-26",6978,54
"2018-04-01",6104,18
"2018-10-20",2933,17
"2018-04-12",4366,19
"2018-05-23",578,28
"2018-01-10",400,3
"2018-10-01",2954,54
"2018-12-04",3998,10
"2018-05-13",5965,51
"2018-09-25",1566,12
"2018-08-01",6361,53
"2018-10-12",2600,54
"2018-09-06",3444,53
"2018-01-15",6801,35
"2018-02-28",5221,49
"2018-08-08",4617,13
"2018-06-23",1557,39
"2018-09-17",7077,1
"2018-09-09",132,3
"2018-05-10",2890,5
"2018-03-20",2952,76
"2018-11-22",4068,54
"2018-09-20",1912,15
"2018-02-26",4815,35
"2018-03-23",4748,3
"2018-10-11",5013,71
"2018-04-21",2410,28
"2018-09-22",1414,22
"2018-08-18",2156,11
"2018-04-06",1501,4
"2018-01-06",4710,51
"2018-06-01",4293,2
"2018-02-13",2657,61
"2018-11-02",5537,34
"2018-08-16",2114,13
"2018-05-20",53,3
"2018-05-14",5739,56
"2018-09-21",5991,63
"2018-07-25",6129,18
"2018-08-29",4655,41
"2018-02-05",2662,23
"2018-08-22",5647,50
"2018-11-30",5900,53
"2018-04-20",2873,41
"2018-04-29",4723,60
"2018-06-17",331,12
"2018-04-04",4735,53
"2018-01-18",3111,34
"2018-02-14",4492,76
"2018-05-30",627,19
"2018-01-25",1302,2
"2018-09-07",5343,46
"2018-04-07",221,51
"2018-10-30",1826,9
"2018-08-20",786,51
"2018-10-21",5346,10
"2018-10-22",3588,71
"2018-06-29",4606,50
"2018-09-19",3321,6
"2018-07-22",2315,11
"2018-02-28",5895,73
"2018-06-28",5754,3
"2018-05-16",1606,2
"2018-02-27",3929,17
"2018-05-05",4706,11
"2018-07-17",7408,9
"2018-08-01",5339,3
"2018-06-09",3789,41
"2018-10-12",4388,76
"2018-11-23",182,23
"2018-01-10",4937,20
"2018-08-12",2600,48
"2018-02-20",4985,51
"2018-05-19",3142,54
"2018-10-01",572,67
"2018-04-16",5435,66
"2018-01-11",869,48
"2018-08-30",4060,23
"2018-09-09",4859,10
"2018-02-21",1796,41
"2018-11-17",1620,50
"2018-10-17",4737,14
"2018-11-03",5853,23
"2018-10-10",6406,18
"2018-04-12",4180,60
"2018-09-12",5600,8
"2018-02-02",5676,15
"2018-11-02",4703,8
"2018-07-21",4325,39
"2018-08-22",2267,35
"2018-03-15",3470,10
"2018-02-26",6759,34
"2018-11-19",4719,50
"2018-04-18",2960,3
"2018-08-04",2424,14
"2018-10-24",3789,12
"2018-05-03",6637,46
"2018-12-03",6637,12
"2018-06-22",5478,72
"2018-06-12",1066,17
"2018-12-10",2780,20
"2018-07-01",2094,39
"2018-09-13",770,39
"2018-10-03",6688,28
"2018-04-30",7177,5
"2018-07-10",5318,23
"2018-12-10",5432,5
"2018-01-08",6040,54
"2018-12-02",1796,70
"2018-03-05",5435,3
"2018-11-27",2594,37
"2018-06-07",4323,3
"2018-04-17",480,37
"2018-07-28",101,7
"2018-08-13",2940,65
"2018-07-16",7227,39
"2018-01-07",3087,23
"2018-11-19",4620,11
"2018-09-02",6644,16
"2018-08-07",543,9
"2018-02-11",5572,12
"2018-10-14",6962,52
"2018-02-14",3065,2
"2018-02-13",2676,33
"2018-05-29",6748,17
"2018-05-13",7271,36
"2018-06-15",6871,53
"2018-10-24",6072,49
"2018-03-26",2931,70
"2018-09-24",3754,50
"2018-02-23",5056,71
"2018-12-01",6710,60
"2018-01-22",4104,8
"2018-08-08",3224,13
"2018-06-23",1903,38
"2018-12-05",6007,12
"2018-06-01",2930,23
"2018-03-30",2657,8
"2018-03-18",31,5
"2018-09-10",4268,15
"2017-12-31",3844,57
"2018-01-23",967,35
"2018-01-30",2861,1
"2018-07-23",4486,13
"2018-04-24",5352,41
"2018-09-25",2790,53
"2018-03-19",7005,11
"2018-11-29",2100,9
"2018-02-13",5296,22
"2018-01-18",144,54
"2018-07-03",2833,15
"2018-11-04",4605,50
"2018-02-10",6245,72
"2018-07-16",70,18
"2018-05-13",5167,4
"2018-05-11",5276,14
"2018-11-16",4610,73
"2018-09-23",3320,72
"2018-03-14",2055,34
"2018-10-25",3300,15
"2018-07-14",1650,2
"2018-10-13",1801,49
"2018-06-06",574,70
"2018-01-13",2293,72
"2018-03-07",7050,50
"2018-01-24",4657,65
"2018-01-21",260,3
"2018-06-02",2616,60
"2018-03-30",6155,16
"2018-04-28",859,22
"2018-11-29",4386,66
"2018-10-19",7127,61
"2018-12-08",2405,39
"2018-03-26",5878,72
"2018-06-16",4134,26
"2018-01-17",38,49
"2018-06-08",3122,33
"2018-08-09",7416,22
"2018-02-26",1480,2
"2018-06-25",2816,8
"2018-02-09",813,26
"2018-12-02",4769,1
"2018-01-26",3726,7
"2018-05-28",4281,73
"2018-02-13",4917,1
"2018-06-19",6232,23
"2018-03-31",905,65
"2018-09-28",1508,67
"2018-12-04",5372,7
"2018-08-26",2575,70
"2017-12-31",2813,12
"2018-02-25",941,17
"2018-03-17",2957,73
"2018-07-22",2977,7
"2018-11-29",6389,65
"2018-04-18",1526,11
"2018-12-10",559,6
"2018-02-19",443,34
"2018-04-13",6594,16
"2018-11-05",6841,11
"2018-11-30",7292,61
"2018-11-19",951,28
"2018-03-16",4970,60
"2018-05-15",7127,14
"2018-11-21",7480,4
"2018-11-22",5613,20
"2018-04-08",3638,64
"2018-07-08",1315,53
"2018-08-03",6027,4
"2018-05-31",2643,67
"2018-05-15",3494,10
"2018-09-09",5622,19
"2018-01-05",2662,8
"2018-03-18",2186,4
"2018-07-28",2075,22
"2018-01-29",3213,38
"2018-02-06",5037,37
"2018-01-08",4453,39
"2018-11-16",4225,73
"2018-08-04",45,53
"2018-03-10",1005,64
"2018-07-10",1694,64
"2018-08-01",4860,70
"2018-11-12",6709,10
"2018-04-02",5172,5
"2018-02-01",2622,37
"2018-04-30",7327,11
"2018-05-16",1241,51
"2018-07-24",1798,11
"2018-09-28",627,39
"2018-01-01",2619,14
"2018-07-04",5610,46
"2018-03-13",6833,39
"2018-10-07",7142,37
"2018-06-26",169,19
"2018-06-04",2174,10
"2018-10-11",1154,35
"2018-10-08",6223,8
"2018-10-16",6373,37
"2018-01-04",1096,57
"2018-09-13",5111,76
"2018-10-06",2766,16
"2018-12-04",338,14
"2018-05-04",5358,1
"2018-09-08",5482,15
"2018-02-17",4881,8
"2018-05-26",6701,46
"2018-11-04",2657,71
"2018-02-11",4605,72
"2018-05-10",3463,9
"2018-08-06",6604,33
"2018-01-27",3115,3
"2018-11-01",1469,37
"2018-06-06",7410,4
"2018-08-18",3333,63
"2018-05-19",2156,22
"2018-09-18",1697,8
"2018-10-23",1021,10
"2018-07-22",1937,39
"2018-06-20",3001,36
"2018-02-11",6762,10
"2018-08-11",2679,46
"2018-04-27",132,6
"2018-06-08",5992,49
"2018-04-25",4401,65
"2018-11-24",6826,71
"2018-11-19",6027,4
"2018-01-25",3279,61
"2018-08-04",4602,7
"2018-10-07",5153,34
"2018-04-22",5179,16
"2018-06-28",1047,7
"2018-02-27",7352,15
"2018-03-31",2634,66
"2018-07-19",5414,33
"2018-06-21",610,7
"2018-03-05",343,18
"2018-08-02",6384,54
"2018-05-23",4350,71
"2018-10-21",6621,71
"2018-01-20",4040,2
"2018-09-28",4962,6
"2018-08-03",140,50
"2018-05-10",2860,38
"2017-12-31",1276,20
"2018-09-16",3863,61
"2018-04-06",3122,8
"2018-07-15",393,4
"2018-02-25",5883,1
"2018-08-29",5688,48
"2018-08-10",323,53
"2018-03-16",7127,49
"2018-02-03",2539,22
"2018-10-02",2551,16
"2018-02-17",2132,14
"2018-07-01",1467,19
"2018-08-16",4581,54
"2018-09-01",5547,70
"2018-05-02",2055,18
"2018-06-19",6231,76
"2018-05-31",6361,19
"2018-08-28",4249,61
"2018-10-06",3334,41
"2018-01-30",6603,49
"2018-06-18",7381,14
"2018-08-20",2997,12
"2018-10-03",3951,37
"2018-03-06",631,9
"2018-04-05",5087,15
"2018-10-01",5487,12
"2018-10-14",1998,35
"2018-05-11",2190,67
"2018-07-13",5019,65
"2018-02-14",732,14
"2018-08-11",3853,9
"2018-07-31",5679,35
"2018-02-07",886,26
"2018-11-20",2750,76
"2018-11-27",7070,19
"2018-03-01",2539,28
"2018-11-04",303,17
"2018-05-28",5841,4
"2018-05-13",6519,2
"2018-07-01",5778,11
"2018-01-14",7301,56
"2018-06-17",6659,73
"2018-09-04",2150,57
"2018-11-21",6668,33
"2018-11-05",315,71
"2018-05-31",5754,26
"2018-07-09",4624,14
"2018-12-10",5220,33
"2018-07-31",2245,39
"2018-09-12",3454,41
"2018-12-08",5224,36
"2018-04-29",272,66
"2018-10-19",1988,38
"2018-09-01",5516,66
"2018-02-24",3681,14
"2018-01-15",714,17
"2018-02-19",7074,22
"2018-02-25",4327,8
"2018-07-18",823,46
"2018-09-20",6897,34
"2018-07-20",2668,54
"2018-09-11",3409,35
"2018-08-12",929,28
"2018-07-11",4839,64
"2018-10-17",47,46
"2018-05-27",6701,54
"2018-07-11",1522,1
"2018-04-25",243,23
"2018-03-29",7458,37
"2018-04-28",7492,36
"2018-02-03",3699,4
"2018-11-30",494,37
"2018-07-10",494,33
"2018-08-20",161,65
"2017-12-31",3043,36
"2018-06-13",6948,13
"2018-07-11",3461,49
"2018-11-20",7177,65
"2018-08-23",6618,73
"2018-11-05",2928,6
"2018-03-26",4134,37
"2018-10-03",4657,3
"2018-08-17",1501,20
"2018-11-27",721,53
"2018-08-12",253,70
"2018-10-09",6988,14
"2018-08-31",5097,71
"2018-11-07",6482,60
"2018-11-21",2251,31
"2018-11-28",5460,5
"2018-06-23",73,1
"2018-01-05",5092,50
"2018-01-31",2555,4
"2018-02-26",7432,19
"2018-02-07",620,28
"2018-11-28",3668,50
"2018-10-06",4539,15
"2018-05-03",4294,56
"2018-01-09",3836,41
"2018-09-10",345,46
"2018-02-16",2928,60
"2018-12-03",1630,14
"2018-12-04",4055,46
"2018-10-06",5105,2
"2018-11-09",4091,71
"2018-06-19",6594,76
"2018-05-13",6796,3
"2018-03-21",2464,11
"2018-06-13",925,19
"2018-01-23",1710,3
"2018-05-29",776,7
"2018-01-17",381,1
"2018-01-17",5160,49
"2018-03-21",1934,28
"2018-02-08",5247,65
"2018-01-28",5160,37
"2018-11-23",4817,53
"2018-04-01",6382,52
"2018-09-28",5711,37
"2018-09-29",1522,23
"2018-09-16",4815,8
"2018-01-14",3454,46
"2018-02-28",6601,51
"2018-03-12",5427,53
"2018-09-11",7221,15
"2018-08-28",4912,16
"2018-01-23",4897,66
"2018-01-20",450,65
"2018-03-13",412,31
"2018-06-08",3397,22
"2018-06-02",4829,52
"2018-04-08",224,22
"2018-05-18",253,71
"2018-11-30",6399,71
"2018-02-03",3902,18
"2018-09-09",5422,53
"2018-01-03",4351,26
"2018-09-05",5354,76
"2018-05-29",705,1
"2018-05-14",7025,6
"2018-02-07",3638,14
"2018-05-22",2497,64
"2018-08-29",7406,73
"2018-11-15",4902,41
"2018-10-09",6381,56
"2018-04-20",487,51
"2018-04-03",4624,16
"2018-11-20",1593,34
"2018-04-04",854,26
"2018-01-15",114,28
"2018-08-30",6837,71
"2018-04-14",4031,66
"2018-05-16",5400,23
"2018-01-08",2034,67
"2018-02-24",2425,37
"2018-04-25",6962,72
"2018-04-10",2825,50
"2018-09-26",4156,76
"2018-05-22",2842,11
"2018-12-06",7412,17
"2018-01-18",4023,67
"2018-07-01",3093,34
"2018-03-14",2723,20
"2018-07-09",5678,64
"2018-04-11",4494,1
"2018-10-01",113,34
"2018-07-02",175,11
"2018-08-27",3738,12
"2018-01-11",1720,6
"2018-06-25",3186,11
"2018-05-20",2295,67
"2018-01-12",6436,64
"2018-09-15",2976,66
"2018-01-19",7039,3
"2018-11-27",4769,4
"2018-09-27",2489,65
"2018-10-01",4767,28
"2018-06-14",6892,67
"2018-05-17",331,18
"2018-09-02",988,73
"2018-08-30",6443,51
"2018-05-19",7450,11
"2018-11-25",6837,7
"2018-10-08",5315,46
"2018-05-04",5931,17
"2018-11-27",5564,65
"2018-10-11",2651,65
"2018-08-17",945,36
"2018-10-08",4293,36
"2018-03-02",4027,9
"2018-10-15",7375,72
"2018-12-07",5003,46
"2018-01-27",1619,49
"2018-10-09",7198,13
"2018-10-11",6784,46
"2018-08-11",5038,63
"2018-07-03",2776,51
"2018-04-01",4338,18
"2018-11-29",6626,71
"2018-05-22",3452,52
"2018-10-18",2399,51
"2018-05-31",3007,6
"2018-02-16",1522,35
"2018-06-04",1266,52
"2018-04-05",4091,23
"2018-11-19",6815,36
"2018-04-08",5382,50
"2018-07-12",4502,46
"2018-10-30",5331,9
"2018-09-12",7498,19
"2018-08-06",6423,60
"2018-06-26",4478,1
"2018-03-01",6222,65
"2018-04-21",2217,50
"2018-07-11",5864,61
"2018-02-26",6433,36
"2018-03-05",2440,12
"2018-01-29",3413,4
"2018-05-04",2853,15
"2018-02-18",6382,13
"2018-08-29",3273,51
"2018-08-15",388,7
"2018-11-04",900,76
"2018-02-07",1671,23
"2018-05-06",2473,28
"2018-05-13",872,5
"2018-11-24",6784,46
"2018-05-24",225,6
"2018-02-06",1333,5
"2018-09-03",2261,4
"2018-03-08",6658,31
"2018-08-13",3001,14
"2018-05-25",5337,2
"2018-06-21",147,2
"2018-03-23",6046,19
"2018-02-19",6547,63
"2018-02-23",6267,66
"2018-08-06",2519,56
"2018-03-10",1374,26
"2018-03-05",4351,73
"2018-09-11",2873,57
"2018-07-21",2619,37
"2018-02-20",2189,73
"2018-03-07",1671,6
"2018-04-26",3629,12
"2018-08-12",4104,51
"2018-01-24",616,19
"2018-01-12",2492,52
"2018-06-01",6241,65
"2018-03-15",7373,60
"2018-09-18",2417,15
"2018-09-17",4805,33
"2018-01-17",1712,72
"2018-08-25",1432,70
"2018-02-09",2514,66
"2018-03-26",640,70
"2018-04-15",5125,49
"2018-02-10",7493,17
"2018-11-11",1692,72
"2018-04-17",7195,14
"2018-07-14",3224,16
"2018-02-13",6892,36
"2018-04-22",4441,7
"2018-06-03",3530,9
"2018-08-19",1697,15
"2018-09-02",6441,9
"2018-07-21",2858,28
"2018-05-29",529,12
"2018-02-07",905,9
"2018-06-23",2875,73
"2018-02-12",1753,54
"2018-01-09",5325,46
"2018-06-25",1370,60
"2018-06-16",1575,15
"2018-03-02",5599,56
"2018-08-22",5622,16
"2018-05-29",7028,54
"2018-11-13",6739,67
"2018-12-03",5094,17
"2018-01-16",7149,71
"2018-05-28",1895,31
"2018-03-25",5934,3
"2018-02-20",6767,8
"2018-09-25",2239,57
"2018-07-28",1798,8
"2018-01-07",6066,65
"2018-06-26",480,61
"2018-04-05",4119,17
"2018-10-23",749,54
"2018-01-03",4839,38
"2018-05-18",1774,60
"2018-02-03",5769,61
"2018-11-24",849,53
"2018-06-20",1713,22
"2018-05-18",2838,26
"2018-11-22",7397,34
"2018-08-29",2527,72
"2018-10-19",3446,1
"2018-02-07",6381,37
"2018-11-11",3694,67
"2018-03-04",2979,63
"2018-12-09",4005,15
"2018-07-16",5547,28
"2018-11-13",6488,61
"2018-11-01",2035,60
"2018-04-06",6556,70
"2018-10-07",3281,70
"2018-01-21",6753,76
"2018-11-25",693,36
"2018-09-29",6100,46
"2018-10-04",1070,70
"2018-06-13",3425,37
"2018-09-21",2875,54
"2018-04-29",2634,7
"2018-12-09",7065,38
"2018-01-17",391,13
"2018-05-13",688,76
"2018-01-31",6315,18
"2018-05-01",6759,54
"2018-08-23",4203,36
"2017-12-31",3998,5
"2018-11-23",7050,20
"2018-02-16",357,67
