"participant_id","group","lon","lat","income_bracket"
2130,"treatment",-58.5015069668807,-34.597951898736,6
2131,"treatment",-58.4042403800707,-34.6358758578637,3
2132,"control",-58.4871942212658,-34.6232953968638,3
2133,"control",-58.457229776956,-34.6022275168837,5
2135,"control",-58.4477083208101,-34.5561297459309,10
2136,"treatment",-58.4799355525544,-34.5710188986545,9
2137,"treatment",-58.4781487071407,-34.642001856521,2
2138,"treatment",-58.4322512272447,-34.6646692848369,2
2139,"control",-58.4094646908308,-34.6107886995425,5
2140,"treatment",-58.5207099152805,-34.6128968129822,3
2141,"control",-58.4755383717542,-34.564574290306,9
2142,"control",-58.4554057156114,-34.5709042477147,9
2143,"treatment",-58.4912012367333,-34.6111344744792,3
2144,"treatment",-58.3791879053097,-34.5899570658967,1
2145,"treatment",-58.4520301458161,-34.6530305409261,1
2146,"treatment",-58.3740790175704,-34.6350325877267,4
2147,"control",-58.4594222806924,-34.6514499244244,1
2148,"control",-58.4720615947242,-34.6870000279589,2
2149,"control",-58.4938097141826,-34.5943304670829,5
2150,"control",-58.4434124398264,-34.6186377718041,6
2151,"treatment",-58.4877655613424,-34.6398024442024,4
2152,"control",-58.3995610078732,-34.5803976378176,10
2153,"treatment",-58.4616269478439,-34.5831457679512,5
2154,"control",-58.5029707097189,-34.6702215235275,1
2155,"control",-58.4524840561696,-34.5801398408914,8
2156,"treatment",-58.502498596019,-34.5692114203266,4
2157,"treatment",-58.4926382189669,-34.5639978976199,5
2158,"treatment",-58.4633759152882,-34.6536949204246,1
2159,"treatment",-58.4922536392042,-34.6142326443851,4
2160,"treatment",-58.4495303098385,-34.6288528064765,9
2161,"treatment",-58.4643495381627,-34.5530284612464,8
2162,"treatment",-58.5119135727419,-34.650977844387,3
2163,"treatment",-58.4882622788152,-34.649809536679,2
2164,"treatment",-58.4056853568881,-34.623289682319,3
2165,"control",-58.4704520286346,-34.6776623272301,1
2166,"control",-58.4376641202987,-34.6120950860825,7
2167,"control",-58.4943021044278,-34.5752958531207,5
2168,"control",-58.447678304431,-34.6527479952615,1
2169,"treatment",-58.4884950065114,-34.6417357035726,2
2170,"control",-58.4817041210217,-34.654152417864,2
2171,"treatment",-58.4656981746525,-34.6384654459599,4
2172,"control",-58.3794909120087,-34.581196292814,1
2173,"control",-58.504987444415,-34.6262612982081,2
2174,"control",-58.4439427464061,-34.5869573189106,6
2175,"treatment",-58.4317776585211,-34.6262172032588,8
2176,"control",-58.4869295373462,-34.6730800526992,1
2177,"control",-58.3830071665429,-34.6041368639276,5
2178,"treatment",-58.4980453617138,-34.5861748630086,4
2179,"control",-58.4124529380011,-34.5930907132409,10
2180,"treatment",-58.3710282679502,-34.6338145424645,4
2181,"treatment",-58.4466221382898,-34.654015115691,1
2182,"control",-58.4890940236605,-34.5964931517418,8
2183,"treatment",-58.4837430310938,-34.6143223249814,6
2184,"control",-58.4262560883993,-34.6052901973118,6
2185,"control",-58.5206534802116,-34.6178303648226,3
2186,"treatment",-58.527399182355,-34.6123489761673,4
2187,"treatment",-58.476087839242,-34.6822240680645,3
2188,"treatment",-58.4949914026302,-34.6548683226971,2
2189,"control",-58.4449436462888,-34.5514579987406,7
2190,"control",-58.3994114239614,-34.5780813207529,10
2191,"treatment",-58.4757103304922,-34.5744923688398,8
2192,"treatment",-58.4661417514366,-34.6372626034432,3
2193,"control",-58.477987991698,-34.5493393820982,3
2194,"control",-58.4626159773068,-34.6293894433939,4
2195,"treatment",-58.4012544252939,-34.5843970103857,9
2196,"control",-58.4683037339079,-34.5574875301246,8
2197,"treatment",-58.5010843860272,-34.6191397998251,3
2198,"treatment",-58.4170281287073,-34.6092705095431,5
2199,"treatment",-58.3718249230363,-34.6263628488276,8
2200,"control",-58.4932417249905,-34.6110468293177,6
2201,"treatment",-58.518071101168,-34.6120986493965,5
2202,"treatment",-58.4924906257451,-34.5927466155471,5
2203,"treatment",-58.4605229163727,-34.5430854698547,9
2204,"control",-58.5122038499003,-34.58222276062,3
2205,"treatment",-58.5122436635403,-34.611245581428,4
2206,"control",-58.4987192384794,-34.6045937018057,6
2207,"control",-58.5047277350735,-34.6328373991776,3
2208,"control",-58.4748935561334,-34.5435868505372,5
2209,"treatment",-58.5048600036139,-34.5636116565081,6
2210,"control",-58.4873559197534,-34.5828873020357,6
2211,"control",-58.4306633741837,-34.6268547269179,5
2212,"treatment",-58.4189184722644,-34.6093728943774,5
2213,"treatment",-58.4950749959602,-34.6595619560391,1
2214,"treatment",-58.4914061664027,-34.5655274550066,5
2215,"treatment",-58.5160624572894,-34.6477535978593,3
2216,"control",-58.4482741739181,-34.5719870668005,9
2217,"control",-58.387451489074,-34.5905097101382,10
2218,"treatment",-58.4949603717838,-34.552470853593,4
2219,"control",-58.5124829838096,-34.6024715287782,8
2220,"treatment",-58.390602447554,-34.6176596699586,5
2221,"control",-58.3954439735635,-34.6511022444587,2
2222,"control",-58.4706485851661,-34.6599154979986,4
2223,"treatment",-58.4673606039661,-34.5472318684364,9
2224,"treatment",-58.3878479250502,-34.5928571293586,10
2225,"treatment",-58.5119727586993,-34.6379839539369,3
2226,"control",-58.4887018119763,-34.6612624524507,1
2227,"treatment",-58.4902417866246,-34.5662452967083,7
2228,"treatment",-58.4776693278737,-34.6041529535166,5
2229,"treatment",-58.3599756386906,-34.6321649802251,2
2230,"control",-58.4196370910574,-34.6130953229192,6
2231,"control",-58.4779975739781,-34.5996225906065,2
2232,"control",-58.383435803099,-34.5784500246754,1
2233,"control",-58.4280448587687,-34.6259776848021,7
2234,"control",-58.4058206105205,-34.6192744094608,2
2235,"treatment",-58.468263735024,-34.597531659448,1
2236,"treatment",-58.3992398536498,-34.6185698161186,3
2237,"control",-58.4532446005279,-34.592107906122,3
2238,"control",-58.4733708502245,-34.5823810132849,5
2239,"treatment",-58.49224070002,-34.6444359952779,3
2240,"control",-58.4971263560617,-34.6623321013264,1
2241,"treatment",-58.5015934867117,-34.6365317979803,4
2242,"control",-58.4624044732436,-34.5862744300255,5
2243,"treatment",-58.4628671308749,-34.6480076757757,1
2244,"treatment",-58.3839073332966,-34.6350540844388,1
2245,"control",-58.4102608191596,-34.6282680301183,5
2246,"treatment",-58.5007969068307,-34.6483322580814,4
2247,"control",-58.4853734937902,-34.6288718759951,4
2248,"control",-58.466155595531,-34.6409910434457,4
2249,"control",-58.3837136452369,-34.653364076167,2
2250,"control",-58.528977241486,-34.6161985569364,3
2251,"treatment",-58.5144840840143,-34.6472498118722,3
2252,"treatment",-58.4732418309573,-34.6523410083624,2
2253,"control",-58.4534117878703,-34.5801926310739,8
2254,"control",-58.3981392995956,-34.636600635758,2
2255,"treatment",-58.5018528283745,-34.603823114164,7
2256,"control",-58.4029598659527,-34.5885237626743,9
2257,"treatment",-58.4656587803797,-34.5855775853695,5
2258,"treatment",-58.4970004234978,-34.6096761423323,4
2259,"treatment",-58.4411298531225,-34.5847490745961,8
2260,"control",-58.447421964073,-34.6521153761725,1
2261,"control",-58.4326636879043,-34.6553912509479,1
2262,"control",-58.5141624481406,-34.6259201643695,2
2263,"control",-58.3926823534401,-34.6508837149366,2
2264,"control",-58.4423997553236,-34.553122397067,10
2265,"treatment",-58.4784343887568,-34.5758054997733,7
2266,"treatment",-58.384467719662,-34.6367969465167,1
2267,"treatment",-58.4014970915518,-34.601618259407,6
2268,"control",-58.4283744917946,-34.624860630181,6
2269,"treatment",-58.4909726323598,-34.578333467162,7
2270,"control",-58.4897199071189,-34.5984426009708,7
2271,"control",-58.4156733786862,-34.5949833275731,9
2272,"control",-58.4985234292242,-34.5957121997468,4
2273,"treatment",-58.4340899345378,-34.5992178360108,8
2274,"treatment",-58.4051034591515,-34.5954860554387,8
2275,"control",-58.4448621070956,-34.6085672538922,7
2276,"treatment",-58.4709597728166,-34.6934600583899,2
2277,"treatment",-58.4484613867874,-34.6109051136403,7
2278,"control",-58.4533887292949,-34.6562378545956,1
2279,"treatment",-58.4350934879114,-34.62408373492,7
2280,"control",-58.5049570032912,-34.5760225751805,3
2281,"treatment",-58.3885641331439,-34.6172266448293,4
2282,"control",-58.5031918964293,-34.5740474945428,3
2283,"treatment",-58.5124014281628,-34.5836504859698,3
2284,"control",-58.4868705168884,-34.5761064214119,6
2285,"control",-58.474680111022,-34.6307962428514,1
2286,"treatment",-58.4227244283202,-34.5993242137055,7
2287,"treatment",-58.4860933549135,-34.6494697283456,3
2288,"control",-58.4407802906026,-34.6417952665455,2
2289,"control",-58.4218299268765,-34.616656920836,5
2290,"control",-58.4250573732013,-34.5779743279963,10
2291,"treatment",-58.524875648839,-34.6237890196097,4
2292,"treatment",-58.4096360604882,-34.6151574628512,2
2293,"control",-58.477572328357,-34.5655804960842,10
2294,"control",-58.4039345228383,-34.6389893487813,3
2295,"control",-58.405090500223,-34.6011510008045,5
2296,"treatment",-58.4436716178758,-34.6571742859832,1
2297,"control",-58.4785709356454,-34.6885637438231,2
2298,"treatment",-58.4614076061084,-34.6251362246905,3
2299,"control",-58.4469785049123,-34.5544259748061,10
2300,"control",-58.4859720795328,-34.5728259421976,8
2301,"control",-58.4570458925782,-34.5395915175454,9
2302,"control",-58.4903794633167,-34.6806251645665,1
2303,"treatment",-58.5251412327728,-34.628090357697,5
2304,"treatment",-58.3808447002943,-34.5926585667574,10
2305,"control",-58.467562021385,-34.6744568323626,1
2306,"treatment",-58.4948224888594,-34.5748248139573,5
2307,"control",-58.4665956461391,-34.5549798726389,9
2308,"treatment",-58.4837776478309,-34.5953032279743,8
2309,"treatment",-58.4690624580119,-34.5901993897607,4
2310,"control",-58.488626123016,-34.5946607695813,8
2311,"treatment",-58.5180439378103,-34.5964031646467,7
2312,"treatment",-58.4371814265057,-34.6181931794244,7
2313,"treatment",-58.4925476067138,-34.6692931501313,1
2314,"treatment",-58.5174667325722,-34.6526328572133,4
2315,"control",-58.3721268456411,-34.6165564720261,5
2316,"treatment",-58.4537672880681,-34.6339319059677,6
2317,"treatment",-58.4329629264786,-34.6514998804841,1
2318,"control",-58.375027543143,-34.6201191758909,4
2319,"control",-58.4868792376397,-34.6564489195343,2
2320,"treatment",-58.4659672211148,-34.5653779888195,10
2321,"treatment",-58.4531138776667,-34.6205602626859,6
2322,"treatment",-58.4636985840895,-34.6119100375795,3
2323,"treatment",-58.4611332618543,-34.640697868959,3
2324,"control",-58.4016067395851,-34.6023510777978,3
2325,"treatment",-58.4172365402884,-34.6036488389669,8
2326,"control",-58.3991082780484,-34.6410302520486,2
2327,"control",-58.4692703534302,-34.5843147587738,5
2328,"treatment",-58.4360545904473,-34.6501765806753,1
2329,"treatment",-58.484649612962,-34.6730428898998,2
2330,"treatment",-58.4350952881806,-34.5792254380646,9
2331,"treatment",-58.4021906378839,-34.6487370328286,1
2332,"control",-58.4874485598978,-34.5646791403454,6
2333,"treatment",-58.451753646456,-34.627228796169,9
2334,"control",-58.4480495140445,-34.6339246823902,5
2335,"control",-58.4238826218098,-34.5797479180318,9
2336,"control",-58.4177280076448,-34.6373081237472,4
2337,"control",-58.4683107009017,-34.5661270916869,7
2338,"control",-58.4292103110032,-34.5699484272246,10
2339,"control",-58.4333548364993,-34.585236480878,7
2340,"control",-58.3799396754223,-34.6122410627684,8
2341,"treatment",-58.3679008285068,-34.6433191069872,2
2342,"control",-58.4096925595659,-34.6201860148944,3
2343,"treatment",-58.4417832906122,-34.5849645602416,8
2344,"control",-58.437666023664,-34.6650042177514,2
2345,"treatment",-58.4492234852123,-34.6039276103336,5
2346,"control",-58.4634396010358,-34.6534299481958,1
2347,"control",-58.4334632591376,-34.5680338377473,9
2348,"treatment",-58.4868284899927,-34.564013056766,6
2349,"treatment",-58.4733522925229,-34.6696569737076,2
2350,"control",-58.4621010440872,-34.6078939969079,6
2351,"control",-58.4812520234582,-34.6542074832622,2
2352,"treatment",-58.4502549681616,-34.6343332576708,6
2353,"control",-58.4512180586184,-34.5785810124751,7
2354,"control",-58.4481031039978,-34.5852306463152,6
2355,"control",-58.4595457811673,-34.641199952042,2
2356,"treatment",-58.4639156150915,-34.5789472597241,5
2357,"treatment",-58.5067912387253,-34.5799616592892,5
2358,"control",-58.4528580114144,-34.6447726005765,3
2359,"treatment",-58.3988128108897,-34.6352384890881,3
2360,"treatment",-58.4485571174475,-34.6209912927418,6
2361,"control",-58.3811579302833,-34.6421291228614,1
2362,"control",-58.406552792773,-34.6424626175002,1
2363,"control",-58.4556376296149,-34.5562340739903,10
2364,"control",-58.4478701666982,-34.5775025110833,6
2365,"treatment",-58.3641628534418,-34.6434352401572,1
2366,"control",-58.4907910813492,-34.6153736883182,6
2367,"control",-58.4800539549285,-34.5819187943815,5
2368,"control",-58.4853077767001,-34.5870699260203,6
2369,"treatment",-58.4695824578696,-34.6064452526132,3
2370,"treatment",-58.4598936456312,-34.5597491899403,8
2371,"control",-58.4926256364655,-34.6447687589161,3
2372,"treatment",-58.5247339824598,-34.644951584643,3
2373,"treatment",-58.4629491751146,-34.6756397323462,1
2374,"treatment",-58.4917661563981,-34.6217216012305,3
2375,"control",-58.4831396968702,-34.6646942240765,1
2376,"treatment",-58.4910647143244,-34.5557672064793,5
2377,"treatment",-58.4651020594844,-34.6124176931676,2
2378,"treatment",-58.4805021535406,-34.6489128203558,2
2379,"control",-58.4634150492323,-34.5559042987505,6
2380,"treatment",-58.4403992601313,-34.5692724069994,10
2381,"treatment",-58.4959854595235,-34.6527364168787,2
2382,"treatment",-58.4877359225543,-34.6751023036794,1
2383,"control",-58.4659745209135,-34.5375653108884,10
2384,"treatment",-58.4536206676578,-34.612003584306,6
2385,"treatment",-58.5287179234201,-34.6213146720181,4
2386,"control",-58.5146153378466,-34.6137740433748,1
2387,"treatment",-58.3846365682603,-34.6435808842418,1
2388,"treatment",-58.4659679884163,-34.6865532557962,1
2389,"treatment",-58.4548719972688,-34.6372354246015,5
2390,"treatment",-58.4858189118974,-34.6380000283138,3
2391,"treatment",-58.4045925300662,-34.5962575473695,8
2392,"treatment",-58.4277252201665,-34.6522094386587,1
2393,"treatment",-58.5246342667678,-34.6251912666301,4
2394,"control",-58.3774341073971,-34.6107914302712,7
2395,"treatment",-58.389802875799,-34.6229147124488,2
2396,"treatment",-58.4867240723716,-34.6195534438281,3
2397,"control",-58.4978033936923,-34.654743829324,2
2398,"treatment",-58.4577515428916,-34.5698305523703,10
2399,"control",-58.4862192420092,-34.6685265003472,1
2400,"treatment",-58.4835622632364,-34.6130979325202,6
2401,"treatment",-58.4405685524161,-34.6083290574352,8
2402,"treatment",-58.4858538520489,-34.6832185930473,1
2403,"treatment",-58.5163031823787,-34.6230075221207,3
2404,"treatment",-58.439178614516,-34.6635367835539,2
2405,"control",-58.3735772796901,-34.6011268358549,6
2406,"control",-58.3841145096506,-34.592028860698,10
2407,"treatment",-58.4551599679877,-34.6118810309097,7
2408,"control",-58.4025263826352,-34.5873838473271,9
2409,"treatment",-58.5183751535161,-34.6098993369571,4
2410,"control",-58.410875657288,-34.653850277994,1
2411,"control",-58.3827119609569,-34.6393758928251,1
2412,"control",-58.4678697954666,-34.6831004730806,1
2413,"treatment",-58.4228411614924,-34.6557960722663,1
2414,"control",-58.4335915523578,-34.6104095718533,10
2415,"control",-58.4207267574558,-34.636313745419,2
2416,"treatment",-58.4428854356131,-34.5984919574566,7
2417,"treatment",-58.4569747890874,-34.5442995941663,9
2418,"treatment",-58.5078095127309,-34.6023879173207,7
2419,"control",-58.4943981546898,-34.6067955572577,6
2420,"control",-58.4735961503053,-34.5905739754367,4
2421,"treatment",-58.4052549142036,-34.6029617926873,4
2422,"control",-58.5230599166891,-34.624190559812,7
2423,"control",-58.4002876547192,-34.6129304052142,2
2424,"control",-58.4432143443979,-34.5939695040114,8
2425,"treatment",-58.4304108601402,-34.5711686541719,10
2426,"control",-58.3862329903379,-34.6123460910024,3
2427,"control",-58.4564008793532,-34.6344606322695,7
2428,"control",-58.413695079457,-34.5864898440637,7
2429,"control",-58.3702732610049,-34.623790283019,4
2430,"treatment",-58.4826285394003,-34.6123314342256,6
2431,"treatment",-58.4836669271405,-34.5698261351413,7
2432,"control",-58.4768995093198,-34.5830063914001,6
2433,"treatment",-58.5094142518436,-34.5742642222797,3
2434,"treatment",-58.4698030453465,-34.5761351239195,6
2435,"treatment",-58.5238704386238,-34.6142048551168,3
2436,"treatment",-58.4926106059432,-34.6354488366694,2
2437,"treatment",-58.4597297719721,-34.6232923967145,6
2438,"treatment",-58.47472336861,-34.5729272781032,1
2439,"control",-58.5038409528358,-34.6184677512216,3
2440,"control",-58.4623163703315,-34.5599022997746,8
2441,"treatment",-58.4364008766457,-34.6317302958693,6
2442,"control",-58.3958810217833,-34.6336201933966,3
2443,"control",-58.4477368100905,-34.6380209773605,5
2444,"treatment",-58.4458663761224,-34.6158993808574,8
2445,"treatment",-58.4713203597983,-34.5932720352268,2
2446,"treatment",-58.4017796684057,-34.5892544228018,10
2447,"treatment",-58.5010989418419,-34.6379306350053,5
2448,"treatment",-58.4374137610001,-34.6011110458309,8
2449,"treatment",-58.4223944205525,-34.578979013555,9
2450,"control",-58.4432453998445,-34.6305840101539,6
2451,"treatment",-58.4257149050795,-34.5857183365124,6
2452,"treatment",-58.497755729779,-34.6720134159341,1
2453,"control",-58.402463869952,-34.604497883508,2
2454,"treatment",-58.4601908688751,-34.5755238723724,6
2455,"control",-58.4529834724009,-34.5440673852954,9
2456,"control",-58.3787415108193,-34.630341128457,2
2457,"treatment",-58.3965259174249,-34.600112386288,9
2458,"control",-58.4488304030903,-34.5693152692833,7
2459,"treatment",-58.4473802929773,-34.65684747735,1
2460,"control",-58.4106654351642,-34.6176758264587,2
2461,"treatment",-58.4500338086197,-34.6123619097694,6
2462,"control",-58.4819011177884,-34.5851348173667,4
2463,"treatment",-58.4723476771269,-34.6866123174462,2
2464,"treatment",-58.4470221662566,-34.5457321661843,8
2465,"treatment",-58.4315416901396,-34.5882461224717,7
2466,"control",-58.439489080574,-34.6035954640932,7
2467,"control",-58.3708876489457,-34.6212806708288,6
2468,"treatment",-58.4348862711055,-34.5802871115235,9
2469,"control",-58.466775236317,-34.5401597746971,9
2470,"treatment",-58.4498244305677,-34.6492232827972,1
2471,"treatment",-58.4819272095725,-34.6205231059957,5
2472,"control",-58.4627868918003,-34.6896900729269,1
2473,"control",-58.4504457013478,-34.564376701843,10
2474,"treatment",-58.3863603198963,-34.6458871521883,1
2475,"control",-58.452428061978,-34.5787994686581,7
2476,"control",-58.4733231634767,-34.6577240533632,1
2477,"treatment",-58.4964884199495,-34.6772563103646,1
2478,"control",-58.416048534485,-34.6308294318049,5
2479,"control",-58.4116229519297,-34.5952333460054,5
2480,"treatment",-58.422261720405,-34.6083672633854,8
2481,"treatment",-58.4826911628446,-34.5956387844119,8
2482,"control",-58.4160586545985,-34.6357836403194,2
2483,"treatment",-58.4343391372658,-34.5757899677008,9
2484,"control",-58.3758442321033,-34.589922690081,1
2485,"treatment",-58.4045918600819,-34.5834810990876,9
2486,"treatment",-58.4969842390534,-34.5697190993318,4
2487,"treatment",-58.3860693001971,-34.5942998393833,8
2488,"control",-58.4883745380013,-34.5592811910838,4
2489,"control",-58.4862123863384,-34.5488512168394,1
2490,"treatment",-58.4967182969519,-34.66902506476,1
2491,"control",-58.4364775674322,-34.5793447060861,9
2492,"control",-58.4985499179826,-34.6330611156303,2
2493,"control",-58.4301103617386,-34.5741699530046,10
2494,"control",-58.3870444998924,-34.6175264051348,1
2495,"treatment",-58.5212562082589,-34.6418506407827,4
2496,"control",-58.5196642384565,-34.6527934255308,4
2497,"treatment",-58.5172825488585,-34.5934934191161,7
2498,"control",-58.3798612383827,-34.5840839226494,1
2499,"control",-58.397546920247,-34.5919401499782,10
2500,"control",-58.4628621927758,-34.5663238626124,10
2501,"treatment",-58.464631459038,-34.5429409043106,10
2502,"control",-58.4660210461546,-34.5878865404313,3
2503,"treatment",-58.4767157306065,-34.6897909865297,2
2504,"control",-58.4291559163463,-34.5901331545186,8
2505,"treatment",-58.4429428964262,-34.6371909700068,6
2507,"treatment",-58.4879427158997,-34.6288220668493,2
2508,"control",-58.5197869116343,-34.612753435285,2
2509,"control",-58.3793887421156,-34.6493259706913,1
2510,"treatment",-58.4777512361101,-34.6025533275598,2
2511,"control",-58.4048901861212,-34.6247961223193,3
2512,"treatment",-58.4377956936527,-34.5792521349158,9
2513,"control",-58.3988275307994,-34.6327824544962,2
2514,"control",-58.4572694713673,-34.6769806805776,1
2515,"treatment",-58.4073159338771,-34.5961796220858,9
2516,"treatment",-58.5046711652853,-34.5741103700365,3
2517,"treatment",-58.3621697392731,-34.6403738728883,1
2518,"control",-58.518896227275,-34.6446555316041,3
2519,"treatment",-58.4891682393778,-34.6520945722383,3
2520,"treatment",-58.4774604541459,-34.5533515232669,7
2521,"treatment",-58.424968091165,-34.582222398202,9
2522,"control",-58.4543454609409,-34.6379219510591,6
2523,"treatment",-58.3869660473623,-34.6543535411462,2
2524,"treatment",-58.4330055261215,-34.6501431849065,1
2525,"treatment",-58.5234451476147,-34.6229949418582,4
2526,"control",-58.3709755029664,-34.6494970523803,2
2527,"treatment",-58.5107721643349,-34.5917447099017,4
2528,"control",-58.4847757223022,-34.5763644450315,9
2529,"control",-58.4127576217277,-34.5849017559516,10
2530,"treatment",-58.5004985719226,-34.6277666095825,4
2531,"treatment",-58.4006475964372,-34.6514391235402,1
2532,"control",-58.4848564564709,-34.6192846455252,4
2533,"control",-58.4665766064662,-34.6055291204074,5
2534,"control",-58.4541980696976,-34.5581510282406,9
2535,"control",-58.405109794526,-34.5880678922802,9
2536,"treatment",-58.4449409546335,-34.6004549761958,3
2537,"control",-58.4308032443067,-34.6092353090541,9
2538,"control",-58.5052433834647,-34.6260047721478,2
2539,"control",-58.4584841209143,-34.5709478113642,10
2540,"control",-58.4778800882725,-34.6366741939392,4
2541,"control",-58.4586643550316,-34.6054679802952,6
2542,"control",-58.4542721602066,-34.5935616209283,3
2543,"control",-58.367908112815,-34.63686036009,1
2544,"control",-58.4902009739677,-34.5516843856404,5
2545,"treatment",-58.4467448454985,-34.5545897236263,10
2546,"control",-58.5024062762391,-34.6497395543106,2
2547,"treatment",-58.3761242613716,-34.6355386372407,9
2548,"control",-58.5028985520713,-34.588849874232,6
2549,"treatment",-58.4415824382756,-34.6030041992352,8
2550,"treatment",-58.4393785224938,-34.6663247718105,2
2551,"control",-58.4255866574078,-34.5925317181561,7
2552,"treatment",-58.4866280702264,-34.5619896633057,6
2553,"control",-58.4732797521475,-34.6296948510737,2
2554,"treatment",-58.4558190806997,-34.5851287254108,1
2555,"treatment",-58.4405467986949,-34.6394626241388,6
2556,"control",-58.415651272857,-34.643512127551,2
2557,"control",-58.4963553450201,-34.650327321387,3
2558,"control",-58.506181372165,-34.6368086820188,5
2559,"control",-58.4722075574703,-34.6576971314131,1
2560,"treatment",-58.4696978676473,-34.6898414235172,1
2561,"treatment",-58.38245297999,-34.5992422163964,8
2562,"control",-58.5148757267236,-34.6498374135731,5
2563,"treatment",-58.478193257704,-34.5944892767114,8
2564,"treatment",-58.484308277865,-34.6363555730307,4
2565,"control",-58.4803619518567,-34.663725698947,2
2566,"control",-58.4458087964819,-34.5865226518923,4
2567,"control",-58.5088707905772,-34.615160045683,2
2568,"treatment",-58.4243101273587,-34.6618743033611,2
2569,"treatment",-58.4968040695468,-34.5917307333915,6
2570,"control",-58.497783072682,-34.6497381391897,4
2571,"control",-58.5048472839053,-34.5720598633825,5
2572,"treatment",-58.3875688438728,-34.6296147704721,1
2573,"control",-58.3700972462034,-34.6479259465461,2
2574,"treatment",-58.4867181287944,-34.5748447208091,5
2575,"control",-58.4866851521643,-34.5893711280237,5
2576,"control",-58.4435543123175,-34.582512164405,8
2577,"treatment",-58.4998920221758,-34.5887133435538,4
2578,"control",-58.5082576926822,-34.6092804421535,5
2579,"treatment",-58.4101338565174,-34.6211214140621,3
2580,"control",-58.4037800543217,-34.6009179196582,4
2581,"control",-58.3896881485665,-34.6062828140516,8
2582,"treatment",-58.4214720724434,-34.5718276270205,NA
2583,"control",-58.4402736471693,-34.6491665567339,1
2584,"treatment",-58.4907552464005,-34.6190788364013,3
2585,"treatment",-58.4700081581329,-34.6627129254492,2
2586,"control",-58.4100059730732,-34.6488075511355,1
2587,"treatment",-58.4872296237245,-34.6582822034939,1
2588,"control",-58.5170441353855,-34.6017254624116,7
2589,"treatment",-58.442623898272,-34.5924509367554,5
2590,"control",-58.4972896013121,-34.6340943761245,2
2591,"control",-58.4554267249057,-34.5973733052603,1
2592,"treatment",-58.4363302068488,-34.5639305896651,10
2593,"control",-58.4889543786314,-34.5567824873909,7
2594,"control",-58.3731065999051,-34.6115312570357,6
2595,"control",-58.3832700466617,-34.5806365779634,1
2596,"control",-58.5171339868783,-34.6305792808549,6
2597,"control",-58.4494857758493,-34.5591983649593,10
2598,"treatment",-58.4398521316691,-34.6547381971604,1
2599,"control",-58.4618451624648,-34.6398426635066,4
2600,"control",-58.5007357191072,-34.5923550159009,6
2601,"treatment",-58.4904251205679,-34.6292463691671,3
2602,"control",-58.385522244131,-34.6502516809739,2
2603,"control",-58.4285846287609,-34.5780698503221,7
2604,"treatment",-58.4372539640719,-34.5820691810709,7
2605,"control",-58.5171702881072,-34.6129427625576,5
2606,"treatment",-58.4071349252348,-34.5999957791485,7
2607,"control",-58.4487977736321,-34.6459771972283,2
2608,"treatment",-58.468432348857,-34.6083918454663,8
2609,"treatment",-58.4752726778619,-34.6175252642404,5
2610,"treatment",-58.4839728428034,-34.6320353502874,3
2611,"control",-58.4619335978208,-34.5441400894012,10
2612,"control",-58.503592430767,-34.6261787167843,3
2613,"control",-58.4656802600074,-34.6130738157193,4
2614,"control",-58.4409218969059,-34.6282274894528,8
2615,"control",-58.4309363278642,-34.6312770753214,5
2616,"control",-58.5097419512456,-34.5989609083179,10
2617,"treatment",-58.4700405069963,-34.6849746483015,2
2618,"control",-58.4622422152519,-34.5710434338402,10
2619,"treatment",-58.4697122528257,-34.6221539485922,3
2620,"treatment",-58.5232299225403,-34.6144294475994,3
2621,"control",-58.4737344970619,-34.6487704878081,2
2622,"control",-58.4482726466589,-34.5769666790728,7
2623,"treatment",-58.3866043091474,-34.5991173612512,9
2624,"treatment",-58.4386141083593,-34.6425636511741,2
2625,"control",-58.4144810200919,-34.5861369976992,9
2626,"control",-58.3771004880952,-34.6391582602512,1
2627,"control",-58.47138514184,-34.6625070956083,2
2628,"treatment",-58.4394935548409,-34.5952502413425,6
2629,"treatment",-58.4986078799897,-34.6641740705006,1
2630,"control",-58.4618934148166,-34.5510382133361,8
2631,"control",-58.3934878724242,-34.6097875494383,6
2632,"treatment",-58.3959260093312,-34.580241674114,10
2633,"treatment",-58.4150093826537,-34.5988352536831,9
2634,"control",-58.4981632081956,-34.5711012048783,3
2635,"control",-58.4184550114145,-34.6528291370026,2
2636,"control",-58.4798032777937,-34.6582344005614,3
2637,"control",-58.5009078688278,-34.5658937215478,4
2638,"treatment",-58.5112626226818,-34.6652145637264,1
2639,"treatment",-58.4672066717581,-34.5573929462215,8
2640,"treatment",-58.5090306283586,-34.608368896159,6
2641,"control",-58.3811329706301,-34.5804236746375,1
2642,"control",-58.4830312482673,-34.6226937624111,5
2643,"treatment",-58.4617412754134,-34.6061680319092,4
2644,"treatment",-58.5053348287536,-34.5911873226064,7
2645,"control",-58.4403286991692,-34.6137190618044,8
2646,"control",-58.5062119122114,-34.6347875012419,3
2647,"control",-58.4837251560578,-34.5454565837242,4
2648,"treatment",-58.4608134148125,-34.5765817388508,6
2649,"treatment",-58.4840256892528,-34.5456473687709,4
2650,"control",-58.5117469721927,-34.6424658152788,6
2651,"treatment",-58.5037719645209,-34.6539638608961,2
2652,"treatment",-58.4636079966774,-34.5645126403762,10
2653,"treatment",-58.4429250146081,-34.5780636561669,8
