O,D,distance_m,duration_s
114,25,9308,3252
114,26,12751,3837
114,27,15604,4461
114,28,9780,2451
114,29,10005,3990
114,30,13754,3698
114,31,18202,4632
114,32,11467,3793
114,33,8421,3031
114,34,11168,4627
114,35,13244,3389
114,36,6803,2588
114,37,10901,4383
114,38,9683,2680
114,39,9767,2736
114,40,20312,6468
114,41,8168,2214
114,42,14311,4024
114,43,10540,2919
114,44,11846,3169
114,45,6497,2884
114,46,20841,6871
114,47,17329,5877
114,48,8620,3590
114,49,13274,3574
114,50,5154,2174
114,51,7631,2227
114,52,5652,1701
114,53,10205,3336
114,54,14827,4045
114,55,15594,4681
114,56,11430,4010
114,57,8254,2886
114,58,5202,2451
114,59,12159,4461
114,60,6517,1981
114,61,17935,5387
114,62,4662,2075
114,63,14973,3834
114,64,10311,3693
114,65,20935,5174
114,66,18394,5728
114,67,13896,3968
114,68,16652,4547
114,69,5355,2786
114,70,7981,2873
114,71,NA,NA
114,72,18689,6562
114,73,9669,3638
114,74,11487,4847
114,75,6020,2000
114,76,7264,2800
114,77,5368,2613
114,78,14855,6079
114,79,16277,4280
114,80,4306,2309
114,81,11167,4931
114,82,2846,2124
114,83,2945,1370
114,84,5349,2050
114,85,7420,2842
114,86,20421,6689
114,87,2051,985
114,88,15536,6572
114,89,2658,1564
114,90,16017,4215
114,91,8728,3462
114,92,5608,2624
114,93,17067,4248
114,94,1544,1021
114,95,7928,3807
114,96,2878,1785
114,97,5775,2514
114,98,8483,3519
114,99,9929,3902
114,100,4329,1952
114,101,17746,4239
114,102,9161,4068
114,103,23629,5720
114,104,23503,5013
114,105,1798,1340
114,106,5952,2636
114,107,1434,929
114,108,12641,4965
114,109,11291,4411
114,110,9211,4397
114,111,6245,2940
114,112,2804,1249
114,113,2879,1284
114,115,24882,5725
114,116,12654,5146
114,117,19959,4981
114,118,26745,6175
114,119,4349,2242
114,120,14074,5746
114,121,7883,3689
114,122,3006,1466
114,123,1817,1050
114,124,6005,3377
114,125,24276,5259
114,126,4937,1969
114,127,19008,4818
114,128,17709,4267
114,129,7303,3663
114,130,14926,6436
114,131,8740,4208
114,132,2972,1588
114,133,3431,1724
114,134,4162,1808
114,135,19819,4887
114,136,25928,5560
114,137,6763,3643
114,138,18786,4628
114,139,9731,4905
114,140,5210,1961
114,141,3138,1696
114,142,4709,1584
114,143,5706,2306
114,144,5440,3067
114,145,20329,5307
114,146,21373,5467
114,147,8016,4060
114,148,3992,2287
114,149,18763,4625
114,150,4018,1806
114,151,19183,4458
114,152,6771,3661
114,153,27257,5763
114,154,9142,4726
114,155,6467,2443
114,156,21323,5382
114,157,27446,5901
114,158,12968,5783
114,159,5128,2912
114,160,5314,2283
114,161,20091,4690
114,162,9006,4569
114,163,7243,2933
114,164,6167,2366
114,165,9873,5017
114,166,8766,4289
114,167,5754,2723
114,168,9009,2722
114,169,13085,6172
114,170,10587,5142
114,171,21590,5526
114,172,20253,6729
114,173,22519,7597
114,174,6245,3380
114,175,5725,2852
114,176,8776,4580
114,177,8390,3532
114,178,8192,3444
114,179,11588,5274
114,180,7384,3720
114,181,7095,2281
114,182,10313,4977
114,183,11360,5329
114,184,9220,4140
114,185,8811,3590
114,186,9104,3563
114,187,11751,3497
114,188,8667,4212
114,189,19043,6421
114,190,10198,4918
114,191,9661,4016
114,192,10095,4377
114,193,11593,4928
114,194,11124,3822
114,195,8994,4049
114,196,10486,3866
114,197,10813,4385
114,198,9372,4720
114,199,11756,4658
114,200,15366,5330
115,1,NA,NA
115,2,18780,4782
115,3,19557,4989
115,4,17121,4831
115,5,18277,4790
115,6,17094,6561
115,7,16590,3940
115,8,13780,4299
115,9,12835,3686
115,10,19499,5014
115,11,17148,4138
115,12,12116,3129
115,13,17636,4198
115,14,15298,3616
115,15,15245,3261
115,16,11849,2864
115,17,13485,3605
115,18,13972,2905
115,19,16701,3845
115,20,10864,2185
115,21,18119,3776
115,22,17842,4554
115,23,12550,2719
115,24,11435,2535
115,25,15875,3709
115,26,11627,3171
115,27,11703,2772
115,28,15138,3584
115,29,18050,4741
115,30,12278,3247
115,31,12787,3115
115,32,14470,4088
115,33,14128,3873
115,34,10005,2815
115,35,9587,2955
115,36,17915,4681
115,37,18711,4227
115,38,12322,4067
115,39,13383,3753
115,40,12494,3501
115,41,17288,4102
115,42,6800,3274
115,43,11818,4243
115,44,9170,4040
115,45,15090,4050
115,46,13073,3957
115,47,12411,3219
115,48,16665,4102
115,49,7408,3182
115,50,20706,5586
115,51,18048,4300
115,52,15784,4089
115,53,11961,4456
115,54,7770,2966
115,55,6384,3148
115,56,8828,3956
115,57,10707,5158
115,58,13550,6223
115,59,7355,3273
115,60,18732,4259
115,61,5100,3173
115,62,15892,7141
115,63,6020,2944
115,64,10084,4692
115,65,5296,2722
115,66,7023,3756
115,67,8673,4012
115,68,4725,2415
115,69,14740,6693
115,70,17920,3944
115,71,3643,2402
115,72,13842,3820
115,73,10116,4653
115,74,6933,3596
115,75,12102,5540
115,76,19083,5207
115,77,22385,6097
115,78,3975,2146
115,79,6369,2483
115,80,14359,6330
115,81,9290,4277
115,82,25354,7341
115,83,24483,6974
115,84,20693,4769
115,85,11018,5038
115,86,2784,1867
115,87,23763,6791
115,88,2467,1391
115,89,23587,6707
115,90,7675,3470
115,91,9306,4231
115,92,20329,4512
115,93,3840,2052
115,94,25545,5802
115,95,11983,5644
115,96,22245,5344
115,97,25899,7484
115,98,19317,5359
115,99,8094,3871
115,100,21646,4919
115,101,4271,1796
115,102,10799,5058
115,103,1721,952
115,104,2308,1633
115,105,27723,6584
115,106,30655,7804
115,107,23954,5643
115,108,5754,2626
115,109,6151,3263
115,110,8672,4437
115,111,12397,5559
115,112,22259,4822
115,113,27581,6247
115,114,24879,5873
115,116,5988,3215
115,117,1820,1029
115,118,2306,1452
115,119,21654,4643
115,120,7827,4201
115,121,11113,5026
115,122,25191,7890
115,123,23594,5581
115,124,14740,5923
115,125,4429,2329
115,126,29205,6816
115,127,2861,1885
115,128,9495,3820
115,129,32006,8831
115,130,3967,2491
115,131,9932,4646
115,132,25328,6074
115,133,23010,5255
115,134,28725,6662
115,135,1760,907
115,136,1786,796
115,137,13542,4673
115,138,5708,2943
115,139,9343,4565
115,140,28992,7392
115,141,24382,5964
115,142,27919,7126
115,143,26904,6673
115,144,22614,4946
115,145,2711,1315
115,146,3146,1605
115,147,11042,4913
115,148,19249,5664
115,149,6844,3368
115,150,21915,7606
115,151,5267,2983
115,152,12658,5572
115,153,3220,1332
115,154,13790,4997
115,155,24818,8186
115,156,5265,2410
115,157,4442,1891
115,158,6223,3356
115,159,13932,5459
115,160,18002,7422
115,161,5989,2665
115,162,12704,5182
115,163,19544,6565
115,164,22262,7320
115,165,8060,3863
115,166,12257,5805
115,167,21365,7023
115,168,21504,7210
115,169,9104,3750
115,170,9219,4314
115,171,4578,2099
115,172,6147,2758
115,173,4994,2531
115,174,13524,5998
115,175,19667,6866
115,176,11772,5493
115,177,15551,5899
115,178,20933,6906
115,179,7463,3856
115,180,12315,5538
115,181,22405,7494
115,182,9566,4594
115,183,8223,3972
115,184,14327,6118
115,185,18507,6381
115,186,19971,6496
115,187,20282,6854
115,188,10396,4857
115,189,8044,3395
115,190,11317,4441
115,191,18050,5792
115,192,13111,5706
115,193,12388,4717
115,194,19201,6630
115,195,17627,6116
115,196,16529,5131
115,197,18180,6810
115,198,15445,5929
115,199,15317,4904
115,200,13679,5101
116,1,NA,NA
116,2,15087,4710
116,3,15864,4917
116,4,14733,3973
116,5,12955,4265
116,6,13995,5299
116,7,13588,3926
116,8,11157,3048
116,9,11299,3154
116,10,15386,4637
116,11,13603,3900
116,12,13360,3862
116,13,14356,4044
116,14,12134,3296
116,15,11850,3082
116,16,9869,2095
116,17,10862,2805
116,18,10577,2726
116,19,13229,3669
116,20,11485,3014
116,21,14635,4300
116,22,13441,4442
116,23,8952,2030
116,24,9630,2529
116,25,11878,3290
116,26,8526,2021
116,27,11798,3424
116,28,10082,2725
116,29,13477,4404
116,30,9729,2685
116,31,14396,3865
116,32,8415,2213
116,33,10463,2602
116,34,7497,1940
116,35,8890,2348
116,36,12117,3250
116,37,14057,4514
116,38,8779,2576
116,39,9718,2482
116,40,12135,4894
116,41,9266,2815
116,42,7254,2996
116,43,7004,1877
116,44,6668,1983
116,45,11425,2779
116,46,12396,5082
116,47,13942,3539
116,48,8181,2430
116,49,6770,2735
116,50,11395,4518
116,51,8476,3246
116,52,12119,2818
116,53,6289,1717
116,54,5959,2226
116,55,7029,2954
116,56,5731,1804
116,57,6721,2587
116,58,8957,3980
116,59,4882,2502
116,60,7937,3300
116,61,8262,3813
116,62,10610,4420
116,63,5603,2240
116,64,5791,2074
116,65,8074,3495
116,66,8721,4154
116,67,4715,1623
116,68,4721,2666
116,69,9459,4007
116,70,6711,2775
116,71,NA,NA
116,72,15373,4140
116,73,4565,2104
116,74,4016,1681
116,75,7042,3100
116,76,13351,4396
116,77,14151,4713
116,78,4224,2439
116,79,4254,1789
116,80,9299,3888
116,81,3348,1376
116,82,17119,5954
116,83,12443,5444
116,84,9446,3982
116,85,5974,2598
116,86,6541,3582
116,87,15163,5647
116,88,3496,1953
116,89,15353,5321
116,90,2887,1121
116,91,4538,1761
116,92,7700,3167
116,93,3170,1857
116,94,13013,5495
116,95,6241,2487
116,96,9586,3992
116,97,17663,6097
116,98,14762,5023
116,99,2736,1212
116,100,8435,3474
116,101,2123,1464
116,102,5493,2307
116,103,4724,2710
116,104,7067,3737
116,105,15064,6409
116,106,19723,6971
116,107,14458,5264
116,108,2037,1224
116,109,1049,546
116,110,3411,1447
116,111,7128,2871
116,112,10393,4194
116,113,16649,5619
116,114,13947,5297
116,115,5490,2995
116,117,3633,2075
116,118,8167,3972
116,119,9383,3438
116,120,2903,1334
116,121,6609,2403
116,122,18570,5660
116,123,11521,5044
116,124,8488,3395
116,125,1259,834
116,126,19194,6378
116,127,2532,1656
116,128,1614,1104
116,129,21074,7998
116,130,2138,1104
116,131,4662,1958
116,132,12959,5534
116,133,11278,4193
116,134,17671,6525
116,135,4228,1961
116,136,5872,2524
116,137,6478,2561
116,138,1325,771
116,139,2745,1794
116,140,20280,4946
116,141,13081,5047
116,142,19207,4680
116,143,18192,4227
116,144,8392,3733
116,145,3425,1698
116,146,5409,2424
116,147,5420,2549
116,148,11160,4274
116,149,2918,1613
116,150,13947,5123
116,151,3077,1382
116,152,6227,2699
116,153,4503,2088
116,154,3894,2133
116,155,21759,5848
116,156,3237,1457
116,157,5677,2527
116,158,3637,1708
116,159,8213,3067
116,160,11498,4452
116,161,4371,1762
116,162,6474,2902
116,163,11759,4213
116,164,15653,5798
116,165,4425,1960
116,166,7005,3023
116,167,14291,5410
116,168,15050,6144
116,169,5801,2531
116,170,5021,2419
116,171,5504,2190
116,172,5678,2367
116,173,5756,2766
116,174,7587,3125
116,175,12271,4884
116,176,7027,2985
116,177,9832,3507
116,178,15432,5766
116,179,5563,2548
116,180,8789,3783
116,181,17727,6921
116,182,5957,1434
116,183,5864,3252
116,184,9038,3845
116,185,13695,4982
116,186,13492,5371
116,187,16870,6125
116,188,8636,3420
116,189,5656,2286
116,190,7077,1890
116,191,14304,5567
116,192,9151,3783
116,193,9680,3885
116,194,15130,5918
116,195,14933,5591
116,196,12785,4340
116,197,13091,5070
116,198,10684,4309
116,199,11704,4724
116,200,10516,4112
117,1,NA,NA
117,2,16984,4417
117,3,17761,4624
117,4,15325,4466
117,5,16480,4425
117,6,16783,5816
117,7,14794,3575
117,8,13106,3687
117,9,11039,3321
117,10,17703,4649
117,11,15354,3773
117,12,10320,2764
117,13,15840,3833
117,14,13502,3251
117,15,13449,2896
117,16,10053,2499
117,17,11923,2791
117,18,12176,2540
117,19,14905,3480
117,20,9068,1820
117,21,16323,3411
117,22,16046,4189
117,23,10823,2359
117,24,9695,3257
117,25,14079,3344
117,26,10626,2403
117,27,9907,2407
117,28,14201,3339
117,29,15618,4966
117,30,9139,3270
117,31,12505,3458
117,32,10967,2851
117,33,13127,3187
117,34,9004,2047
117,35,8586,2187
117,36,14781,3835
117,37,16915,3862
117,38,11321,3299
117,39,12382,3067
117,40,8793,3423
117,41,12076,3234
117,42,6145,3088
117,43,10025,2659
117,44,8770,2300
117,45,14089,3364
117,46,9078,3748
117,47,10615,2854
117,48,11009,2950
117,49,7021,1661
117,50,16244,4105
117,51,16692,3834
117,52,14783,3403
117,53,12317,3589
117,54,5783,2301
117,55,5730,2962
117,56,10690,2667
117,57,10858,3608
117,58,15410,3908
117,59,6259,2559
117,60,10459,4768
117,61,5910,3233
117,62,15829,4199
117,63,5259,1379
117,64,11736,3494
117,65,4642,2537
117,66,6369,3574
117,67,7764,3738
117,68,4528,1843
117,69,11980,5442
117,70,9233,4244
117,71,3243,2121
117,72,12046,3455
117,73,7905,3677
117,74,5997,2950
117,75,10779,4902
117,76,16014,4477
117,77,17379,4778
117,78,2661,1612
117,79,4087,1616
117,80,13036,5690
117,81,6688,3187
117,82,20348,6019
117,83,19412,5125
117,84,19337,4303
117,85,9695,4400
117,86,3420,2173
117,87,18399,5304
117,88,1739,1101
117,89,18582,5386
117,90,5571,2826
117,91,7983,3593
117,92,15014,4254
117,93,3013,1410
117,94,18938,5320
117,95,9661,4532
117,96,12931,5593
117,97,20892,6162
117,98,16903,5585
117,99,6771,3232
117,100,11780,5075
117,101,1989,930
117,102,8322,3974
117,103,984,725
117,104,4296,2172
117,105,20989,6234
117,106,22143,6935
117,107,22598,5102
117,108,3458,1612
117,109,4568,2294
117,110,6757,3359
117,111,10472,4472
117,112,20903,4356
117,113,26225,5706
117,114,23523,5332
117,115,1909,976
117,116,3777,2239
117,118,3739,2082
117,119,20402,4312
117,120,6357,3308
117,121,9188,3939
117,122,21249,8043
117,123,16633,6396
117,124,11533,4869
117,125,2500,1313
117,126,24848,6584
117,127,1142,996
117,128,6018,2989
117,129,30650,8086
117,130,2248,1601
117,131,7917,3353
117,132,18351,6978
117,133,21759,4924
117,134,22666,5755
117,135,1916,894
117,136,2963,1445
117,137,9700,4102
117,138,3779,1923
117,139,7373,3267
117,140,22944,5531
117,141,16148,6413
117,142,21871,5265
117,143,20856,4812
117,144,11803,4809
117,145,2116,1277
117,146,3192,1505
117,147,8831,3625
117,148,14159,5566
117,149,4915,2348
117,150,17544,6993
117,151,3548,2092
117,152,10447,4284
117,153,3706,1535
117,154,8363,3827
117,155,24423,6365
117,156,3234,1584
117,157,5061,2186
117,158,4629,2113
117,159,11435,4608
117,160,16283,6533
117,161,4163,2394
117,162,8032,3788
117,163,14132,5432
117,164,19628,7463
117,165,6131,2843
117,166,10548,4649
117,167,17222,7149
117,168,19269,7453
117,169,5014,2679
117,170,7290,3295
117,171,4220,1970
117,172,5391,2728
117,173,5739,2753
117,174,11919,4709
117,175,15682,5960
117,176,8624,4223
117,177,13054,5045
117,178,18201,7139
117,179,5874,2574
117,180,10710,4249
117,181,23513,7019
117,182,9389,2958
117,183,6503,3079
117,184,12608,5229
117,185,19906,4553
117,186,16903,6447
117,187,21984,6521
117,188,9298,3749
117,189,6232,3188
117,190,7952,3372
117,191,16363,6363
117,192,11392,4816
117,193,9682,4196
117,194,17343,6802
117,195,18735,5640
117,196,14274,5483
117,197,22560,5157
117,198,11950,5267
117,199,12472,5329
117,200,10604,4412
118,1,NA,NA
118,2,20645,5339
118,3,21422,5546
118,4,18986,5293
118,5,20141,5347
118,6,18959,7194
118,7,18455,4497
118,8,15644,4814
118,9,14740,4205
118,10,20666,5751
118,11,19013,4695
118,12,13981,3642
118,13,19501,4755
118,14,17163,4173
118,15,17110,3818
118,16,13722,3504
118,17,14992,4136
118,18,15837,3462
118,19,18566,4402
118,20,12729,2698
118,21,19984,4510
118,22,19706,5180
118,23,14415,3276
118,24,13400,3186
118,25,17740,4266
118,26,15565,4018
118,27,13568,3285
118,28,17003,4141
118,29,19915,5374
118,30,14143,3640
118,31,12289,3234
118,32,16112,4004
118,33,19445,4933
118,34,15670,4059
118,35,15827,4079
118,36,20929,5505
118,37,20576,4961
118,38,17603,4648
118,39,18515,4566
118,40,14981,4298
118,41,19153,4441
118,42,8604,4292
118,43,16975,4135
118,44,16326,4129
118,45,20066,5213
118,46,15560,4754
118,47,14276,3492
118,48,19011,5375
118,49,11409,4071
118,50,22571,6143
118,51,19913,4639
118,52,22016,5185
118,53,17930,4556
118,54,10553,4067
118,55,8189,4166
118,56,17282,4413
118,57,19238,4692
118,58,21371,5771
118,59,9311,4328
118,60,20597,4598
118,61,6755,3217
118,62,22006,6280
118,63,9669,3729
118,64,18549,4679
118,65,7101,3741
118,66,8828,4806
118,67,10629,5066
118,68,6529,3434
118,69,22295,5416
118,70,19444,4409
118,71,NA,NA
118,72,15707,4093
118,73,12213,4965
118,74,10930,4676
118,75,21495,4853
118,76,22059,6082
118,77,24250,6610
118,78,6416,2875
118,79,8874,3508
118,80,23450,5919
118,81,10996,4475
118,82,27219,7854
118,83,23233,6710
118,84,22558,5108
118,85,20614,4829
118,86,6628,3156
118,87,23898,7068
118,88,4271,2412
118,89,25452,7220
118,90,10503,4552
118,91,11776,5122
118,92,21852,4977
118,93,7813,3126
118,94,27410,6345
118,95,14626,5952
118,96,24110,5683
118,97,27764,7997
118,98,21700,5605
118,99,10564,4761
118,100,23511,5258
118,101,6777,2821
118,102,12630,5262
118,103,3525,1974
118,104,7319,3102
118,105,29588,7127
118,106,29014,8770
118,107,25819,6186
118,108,8701,3708
118,109,8830,3963
118,110,11202,4916
118,111,22484,5016
118,112,24124,5161
118,113,29446,6790
118,114,26744,6416
118,115,2549,1614
118,116,8085,3527
118,117,3624,2051
118,119,23177,5108
118,120,10707,5015
118,121,13450,5608
118,122,27056,7983
118,123,25459,5920
118,124,15539,6493
118,125,6808,2842
118,126,27649,9437
118,127,5987,2718
118,128,10283,4626
118,129,29573,10678
118,130,5782,3411
118,131,12225,5060
118,132,23506,7832
118,133,24534,5720
118,134,25680,8819
118,135,3040,1404
118,136,1783,1217
118,137,14007,5432
118,138,8045,3741
118,139,11681,4974
118,140,24532,7725
118,141,26247,6296
118,142,24036,8100
118,143,28077,6683
118,144,24138,5411
118,145,3922,2365
118,146,3812,2164
118,147,13139,5332
118,148,21707,6763
118,149,9181,4166
118,150,22043,7292
118,151,7082,3903
118,152,14755,5991
118,153,4431,2382
118,154,14247,4999
118,155,24945,7699
118,156,7209,3506
118,157,5151,2528
118,158,8038,4276
118,159,15743,5938
118,160,19186,6722
118,161,7933,3761
118,162,14468,5358
118,163,19672,6226
118,164,22722,7719
118,165,12399,4581
118,166,17302,6248
118,167,21825,7422
118,168,21636,6764
118,169,10440,3961
118,170,13259,4803
118,171,6557,3194
118,172,7533,3637
118,173,7300,3317
118,174,17077,6135
118,175,19795,6552
118,176,15851,5028
118,177,18748,6320
118,178,21393,7305
118,179,11755,4448
118,180,15354,5637
118,181,22533,7007
118,182,12155,4623
118,183,10618,3932
118,184,15512,5418
118,185,18635,6067
118,186,20431,6895
118,187,21004,6509
118,188,13792,4617
118,189,9262,3566
118,190,11238,3826
118,191,18510,6193
118,192,13927,5094
118,193,12308,4143
118,194,19744,6302
118,195,17755,5628
118,196,16989,5533
118,197,18272,6806
118,198,15365,5386
118,199,15014,5128
118,200,13599,4526
119,1,NA,NA
119,2,13557,3939
119,3,14334,4146
119,4,13977,3614
119,5,12648,3774
119,6,13995,4744
119,7,12766,3498
119,8,11097,3060
119,9,12354,3607
119,10,14365,4125
119,11,12846,3541
119,12,14173,4060
119,13,13401,3601
119,14,11182,2947
119,15,11011,2646
119,16,10449,2579
119,17,9738,2027
119,18,9308,2281
119,19,12274,3226
119,20,11198,2622
119,21,13885,3224
119,22,12853,3958
119,23,8760,1912
119,24,10610,2539
119,25,8768,3527
119,26,8883,2165
119,27,12037,3209
119,28,8142,1792
119,29,12304,3785
119,30,10076,2737
119,31,14635,3650
119,32,7749,1647
119,33,9572,2353
119,34,8213,2181
119,35,9174,2289
119,36,11226,3001
119,37,12883,3895
119,38,8191,2096
119,39,8827,2233
119,40,16737,5038
119,41,6530,1555
119,42,10241,2924
119,43,6443,1473
119,44,7775,2069
119,45,6997,2967
119,46,17602,5452
119,47,13609,3802
119,48,6331,1823
119,49,9507,2837
119,50,6346,2851
119,51,5992,1568
119,52,11228,2569
119,53,5753,1377
119,54,10833,3295
119,55,11524,3581
119,56,7112,2037
119,57,5376,1467
119,58,6159,2630
119,59,7930,2920
119,60,4612,1886
119,61,13865,4297
119,62,5279,2596
119,63,15416,3092
119,64,5485,1548
119,65,9797,4377
119,66,14324,4638
119,67,8068,2376
119,68,12518,3949
119,69,4118,1945
119,70,4011,944
119,71,NA,NA
119,72,15040,4403
119,73,5791,2533
119,74,7064,2877
119,75,3015,1535
119,76,9304,3850
119,77,8051,3590
119,78,11256,4692
119,79,16720,3538
119,80,3857,2002
119,81,6500,2823
119,82,8898,4232
119,83,5619,2779
119,84,3666,1829
119,85,3336,1317
119,86,13995,6097
119,87,3382,1711
119,88,11936,5002
119,89,7305,3361
119,90,9827,3211
119,91,5677,2323
119,92,2364,858
119,93,17510,3506
119,94,4925,2082
119,95,2896,1600
119,96,2794,1313
119,97,9443,4375
119,98,13588,4404
119,99,6330,2508
119,100,1666,904
119,101,18189,3497
119,102,5093,2189
119,103,12698,5715
119,104,19936,3894
119,105,7103,2864
119,106,10096,3844
119,107,3310,1715
119,108,9042,3574
119,109,7593,3205
119,110,4940,2451
119,111,1745,735
119,112,1516,665
119,113,6961,2527
119,114,4259,2153
119,115,13492,5991
119,116,7351,3395
119,117,20402,4239
119,118,23520,5073
119,120,6493,3286
119,121,3193,1674
119,122,7230,3467
119,123,3078,1651
119,124,1526,836
119,125,9122,3774
119,126,8585,3096
119,127,19451,4076
119,128,6173,2626
119,129,11447,4871
119,130,8969,3771
119,131,4945,2228
119,132,4624,2257
119,133,1637,986
119,134,8973,3241
119,135,20262,4145
119,136,17794,5270
119,137,2167,1133
119,138,8036,3300
119,139,5431,2395
119,140,7530,3161
119,141,3744,1909
119,142,8203,3030
119,143,7188,2575
119,144,1740,883
119,145,10868,4750
119,146,12852,5476
119,147,3419,1550
119,148,2036,1065
119,149,6350,2863
119,150,5802,2106
119,151,7769,3229
119,152,3357,1645
119,153,11480,4800
119,154,4545,2216
119,155,10739,4067
119,156,10053,4075
119,157,12283,5015
119,158,8460,3742
119,159,3310,1337
119,160,4594,1961
119,161,9187,3792
119,162,4966,2181
119,163,3314,1171
119,164,6782,2808
119,165,6944,3104
119,166,5066,2105
119,167,5578,2472
119,168,8061,3226
119,169,9286,4086
119,170,5722,2778
119,171,10320,4219
119,172,12110,5000
119,173,14236,5884
119,174,4428,1802
119,175,4190,1731
119,176,6392,2667
119,177,4498,1233
119,178,6310,2591
119,179,7183,3241
119,180,5567,2141
119,181,8578,3467
119,182,7878,3135
119,183,8534,3756
119,184,6960,2725
119,185,4986,1813
119,186,5411,2218
119,187,7230,2971
119,188,6850,2634
119,189,9394,4009
119,190,8307,3518
119,191,6687,2523
119,192,6207,2686
119,193,8245,3225
119,194,7708,2878
119,195,7501,2817
119,196,6224,1188
119,197,7389,2064
119,198,7558,3010
119,199,7347,2028
119,200,8562,3324
120,1,NA,NA
120,2,14698,5009
120,3,15475,5216
120,4,14344,4272
120,5,12566,4604
120,6,13606,5638
120,7,12923,4223
120,8,10768,3387
120,9,10910,3493
120,10,14987,4919
120,11,13214,4199
120,12,12806,4118
120,13,13967,4383
120,14,11653,3650
120,15,11461,3302
120,16,9480,2434
120,17,10387,3004
120,18,10188,2946
120,19,12840,4008
120,20,11096,3353
120,21,14335,3817
120,22,13052,4781
120,23,8563,2369
120,24,9241,2868
120,25,10925,3518
120,26,8136,2360
120,27,12190,3734
120,28,10050,3393
120,29,13088,4743
120,30,9339,3024
120,31,14788,4114
120,32,8026,2552
120,33,10074,2981
120,34,7108,2279
120,35,8501,2727
120,36,11728,3629
120,37,13668,4853
120,38,8390,2915
120,39,9329,2861
120,40,15875,5096
120,41,8877,3114
120,42,7142,3427
120,43,6615,2216
120,44,6278,2322
120,45,11036,3158
120,46,12284,5513
120,47,12747,3860
120,48,7792,2766
120,49,7151,3079
120,50,10041,4309
120,51,8787,3230
120,52,11730,3197
120,53,5899,2056
120,54,5847,2657
120,55,6916,3385
120,56,5342,2143
120,57,6992,2571
120,58,8420,3930
120,59,5516,2887
120,60,6583,3091
120,61,7948,4017
120,62,9256,4211
120,63,5628,2753
120,64,5545,2339
120,65,6756,3665
120,66,8407,4358
120,67,4326,1962
120,68,5586,3259
120,69,8105,3798
120,70,5357,2566
120,71,NA,NA
120,72,14178,4461
120,73,4131,2098
120,74,4499,2276
120,75,5983,3082
120,76,11586,5248
120,77,11275,5224
120,78,5683,3124
120,79,4232,2353
120,80,8263,3872
120,81,3102,1638
120,82,14244,6465
120,83,9895,5007
120,84,7808,3908
120,85,4899,2580
120,86,8423,4529
120,87,10998,5284
120,88,6364,3434
120,89,12478,5832
120,90,3227,1803
120,91,3524,1768
120,92,6406,3283
120,93,4629,2542
120,94,11659,5286
120,95,6158,2946
120,96,7413,3891
120,97,14788,6608
120,98,14373,5362
120,99,1322,971
120,100,6262,3373
120,101,4598,2544
120,102,3083,1776
120,103,7341,4022
120,104,9547,4762
120,105,13710,6200
120,106,16039,7381
120,107,14212,5528
120,108,2951,1769
120,109,1765,902
120,110,1818,1065
120,111,4954,2770
120,112,10461,4322
120,113,13943,6168
120,114,12927,6062
120,115,7970,4090
120,116,3213,1942
120,117,6113,3070
120,118,10488,4844
120,119,6986,3406
120,121,3670,2237
120,122,15307,6459
120,123,10691,4812
120,124,5127,2666
120,125,4046,2349
120,126,15331,6466
120,127,6309,3276
120,128,3133,1627
120,129,20208,7764
120,130,5266,2702
120,131,3146,1625
120,132,12409,5394
120,133,10112,4482
120,134,14920,6524
120,135,6992,3276
120,136,8636,3937
120,137,3936,1924
120,138,4593,2163
120,139,2733,1882
120,140,19891,5325
120,141,11787,5168
120,142,18818,5059
120,143,17803,4606
120,144,6105,3009
120,145,6528,3377
120,146,8622,3953
120,147,3699,2108
120,148,8046,3797
120,149,5739,2779
120,150,10546,4694
120,151,4606,1818
120,152,4626,2109
120,153,8173,3467
120,154,4326,2190
120,155,18617,7503
120,156,6746,2742
120,157,8976,3682
120,158,5072,2185
120,159,5782,2807
120,160,9285,4234
120,161,5515,2050
120,162,5082,2356
120,163,8434,3648
120,164,14360,5945
120,165,7275,3316
120,166,5403,2433
120,167,10978,5084
120,168,15393,6601
120,169,6207,2536
120,170,5453,2448
120,171,7013,2886
120,172,8556,3610
120,173,8277,3799
120,174,5985,2535
120,175,9983,4176
120,176,5809,2853
120,177,7513,3267
120,178,12459,5511
120,179,8383,3714
120,180,7227,3225
120,181,16373,6712
120,182,6410,1855
120,183,7878,3177
120,184,7436,3255
120,185,15347,5567
120,186,11204,4663
120,187,13854,5685
120,188,7591,3138
120,189,7428,2818
120,190,7530,2311
120,191,12977,5399
120,192,8316,3781
120,193,8635,3540
120,194,12552,5407
120,195,14504,5663
120,196,10354,4080
120,197,10441,4972
120,198,9082,3719
120,199,10390,4268
120,200,9471,3676
121,1,NA,NA
121,2,14005,5720
121,3,14782,5927
121,4,15173,4570
121,5,13500,5725
121,6,15617,6000
121,7,14026,4572
121,8,12063,4474
121,9,12996,4711
121,10,15631,5204
121,11,12372,5073
121,12,14352,4643
121,13,14597,4605
121,14,10113,4447
121,15,10221,4647
121,16,13129,3356
121,17,10934,3031
121,18,10792,3371
121,19,13470,4230
121,20,12571,3896
121,21,13171,5226
121,22,11443,5031
121,23,9956,2916
121,24,10172,4564
121,25,9208,3965
121,26,9068,3301
121,27,13575,4305
121,28,9384,2999
121,29,13500,4789
121,30,9669,3748
121,31,17565,4793
121,32,8945,2651
